52.56	25.94
52.89	25.75
53.39	25.29
54.21	24.74
55.04	24.28
56.20	23.72
57.19	23.17
58.18	22.62
59.01	21.88
60.00	21.42
61.16	20.86
62.15	20.40
63.14	19.94
64.13	19.48
64.96	19.02
65.79	18.65
66.78	18.37
67.27	18.09
67.93	17.91
68.60	17.72
69.26	17.35
69.75	17.26
70.58	16.98
71.24	16.89
72.07	16.71
72.56	16.62
73.22	16.52
74.05	16.34
74.71	16.15
75.70	15.88
76.69	15.69
77.52	15.69
78.51	15.69
79.50	15.60
80.33	15.51
81.49	15.42
82.48	15.32
83.14	15.32
83.97	15.32
84.63	15.14
85.45	15.14
86.12	15.14
86.78	15.05
87.44	14.95
88.10	14.86
88.93	14.77
89.59	14.58
90.58	14.58
91.40	14.49
92.07	14.49
92.73	14.49
93.06	14.49
93.39	14.49
93.55	14.49
