Save_DateTime,oLAH54,oPAL65,oSX22,oUX95,oSS86,oTAH98,oPAL75,oPAL41,oPDAH61_62,oPAL62,oPAL51,oTAH76,oTAH62,oLAL68,oLAH68,iZS46,oSAH81,oTDAH25,oTAH27,oTAH26,iTI76,iTI62,iTI51,iTI98_1,iTI98_2,iTI98_3,iPI75,iPI62,iPI51,iPI41,oSX86,oSX40,iPSL62,iTSH76,iZS49,iSSH81,oZS96,oZS97,iLSH92,oSS47A,iTE25_1,iTE25_2,iTE25_3,iTE25_4,iTE25_5,iTE25_6,iTE25_7,iTE25_8,iTE25_9,iTE27,iTE26_1,iTE26_2,iTE26_3,iTE26_4,iTI71,iTI21,iPI71,iPI61,iPI63,iPI21,oSE47,oSE42,iUX95,oSX84,iSS86_3,oPAL71,oPAL63,iLAH92,iAUX,iSX47_2,iSX47_1,oTSH69_67,oTSH69_67A,iTI69_1,iTI69_2,iTI69_3,iTI69_4,iTI69_5,iTI69_6,iTI69_7,iTI69_8,iTI69_9,iTI69_10,iTI69_11,iTI67_1,oTAH67_1,oTAH67_2,oTAH98_1,oTAH98_2,EngStop,StopSolvv,PreLugStart,StartSolvv,FuelLimitSolvv,EmergencySolvv,ReadyToStart,oTah71
2003-11-18 9:25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,69,79,76,78,80,1.81,4.24,4.68,7.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,377,389,395,387,422,364,0,0,0,388,479,468,0,0,40,46,2.26,6.19,3.76,1.13,899,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,49,49,48,49,0,0,0,49,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,69,78,76,78,80,1.84,4.24,3.75,7.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,375,390,394,385,423,363,0,0,0,387,479,467,0,0,40,46,2.29,6.2,3.83,1.13,900,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,69,77,76,77,79,1.85,4.25,3.18,7.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,378,390,397,387,426,363,0,0,0,389,482,467,0,0,40,46,2.26,6.18,3.83,1.13,900,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,69,76,76,77,79,1.81,4.26,3.21,7.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,380,392,398,387,426,367,0,0,0,390,484,468,0,0,40,46,2.29,6.19,3.83,1.13,899,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,69,76,75,77,79,1.87,4.26,2.83,7.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,379,391,399,387,428,371,0,0,0,391,484,468,0,0,40,46,2.34,6.2,3.75,1.1,899,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,49,49,48,49,0,0,0,49,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,69,75,75,76,79,1.83,4.25,1.62,7.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,379,389,398,387,427,372,0,0,0,391,483,468,0,0,40,46,2.27,6.19,3.82,1.11,900,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,69,74,75,76,78,1.84,4.24,2.58,7.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,380,388,397,387,428,371,0,0,0,391,484,468,0,0,40,46,2.33,6.2,3.8,1.11,900,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,69,74,74,76,78,1.83,4.24,4.47,7.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,380,389,396,388,428,374,0,0,0,391,483,469,0,0,40,46,2.27,6.21,3.91,1.11,900,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,69,74,74,76,78,1.87,4.26,1.39,7.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,378,388,397,387,429,371,0,0,0,391,482,469,0,0,40,46,2.28,6.19,3.85,1.1,899,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,49,49,48,49,0,0,0,49,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,69,73,74,75,77,1.87,4.25,3.81,7.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,379,389,397,388,427,373,0,0,0,392,483,470,0,0,40,46,2.28,6.2,3.82,1.08,900,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,49,49,49,48,49,0,0,0,49,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,69,73,74,75,77,1.79,4.26,3.9,7.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,379,390,397,387,426,373,0,0,0,391,483,470,0,0,40,46,2.26,6.2,3.89,1.11,900,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,69,72,74,75,77,1.8,4.26,4.09,7.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,378,389,397,385,423,371,0,0,0,389,482,467,0,0,40,46,2.27,6.2,3.8,1.13,900,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,49,49,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,69,72,73,75,77,1.96,4.26,3.28,7.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,375,389,398,385,422,368,0,0,0,388,483,466,0,0,40,46,2.31,6.19,3.79,1.11,900,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,49,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,69,71,73,74,76,1.87,4.25,3.44,7.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,377,389,401,385,422,367,0,0,0,388,484,465,0,0,40,46,2.29,6.19,3.85,1.11,899,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,49,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,69,71,73,74,76,1.9,4.25,3.21,7.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,380,391,404,387,424,369,0,0,0,391,487,466,0,0,40,46,2.29,6.19,3.89,1.11,900,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,69,70,72,74,76,1.95,4.26,3.76,7.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,374,383,399,380,418,362,0,0,0,387,480,460,0,0,40,46,2.28,6.19,3.81,1.02,900,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73,69,70,72,73,75,1.82,4.27,3.01,7.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,360,374,391,371,415,336,0,0,0,385,457,443,0,0,40,46,2.27,6.22,3.79,0.65,899,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73,69,71,71,72,74,1.86,4.32,3.94,7.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,350,360,373,362,389,311,0,0,0,372,424,421,0,0,40,46,2.26,6.27,3.88,0.35,900,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,49,49,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,69,72,70,71,73,1.88,4.37,4.69,7.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,302,313,334,316,335,262,0,0,0,340,365,383,0,0,40,46,2.25,6.31,4.04,0.16,900,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,55,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,69,74,69,70,72,1.44,3.84,0.76,7.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,220,231,261,229,239,190,0,0,0,293,292,330,0,0,40,46,1.71,5.17,3.35,0.08,735,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,49,49,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2003-11-18 9:45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,68,74,69,70,72,0.27,0.04,0,7.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,170,171,210,171,176,153,0,0,0,290,320,343,0,0,40,47,0.25,0.08,0.02,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,49,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2003-11-18 9:46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,68,71,70,70,72,0.28,0.04,0,7.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,191,192,222,187,195,171,0,0,0,297,347,352,0,0,40,49,0.26,0.06,0.02,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2003-11-18 9:47,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,68,69,70,70,72,0.28,0.04,0,7.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,191,194,218,187,197,173,0,0,0,295,343,347,0,0,40,50,0.27,0.06,0.02,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2003-11-18 9:48,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,67,67,70,70,72,0.28,0.03,0,7.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,188,191,214,183,194,171,0,0,0,291,337,342,0,0,41,50,0.27,0.05,0.02,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2003-11-18 9:49,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,66,65,70,70,72,0.28,0.02,0,7.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,184,188,209,179,190,168,0,0,0,286,334,338,0,0,41,51,0.27,0.02,0.02,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,49,49,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2003-11-18 9:50,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,65,63,70,69,72,0.28,0.03,0,7.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,181,184,204,176,186,165,0,0,0,280,330,334,0,0,41,51,0.27,0.02,0.02,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2003-11-18 9:51,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,65,61,70,69,72,0.28,0.03,0,7.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,178,180,201,173,183,162,0,0,0,274,328,331,0,0,41,52,0.27,0.02,0.02,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2003-11-18 9:52,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,64,60,70,69,72,0.28,0.03,0,7.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,174,176,196,169,179,159,0,0,0,269,327,329,0,0,42,52,0.28,0.02,0.02,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,49,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2003-11-18 9:53,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,64,59,70,69,72,0.27,0.03,0,7.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,171,172,192,165,175,156,0,0,0,263,324,326,0,0,42,53,0.28,0.01,0.02,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2003-11-18 9:54,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,64,58,70,69,72,0.28,0.03,0,7.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,167,169,188,162,172,153,0,0,0,258,322,323,0,0,42,53,0.28,0.01,0.02,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:55,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,64,57,70,69,72,0.27,0.02,0,7.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,164,165,184,159,169,150,0,0,0,253,320,321,0,0,42,53,0.28,0.01,0.02,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,49,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:56,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,64,56,70,69,72,0.28,0.03,0,7.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,162,163,181,156,166,148,0,0,0,248,318,318,0,0,43,54,0.28,0,0.02,1.1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,54,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:57,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,64,55,69,69,71,0.28,0.03,0,7.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,159,159,178,153,163,145,0,0,0,243,314,315,0,0,44,54,0.28,0,0.02,1.11,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,53,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2003-11-18 9:58,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,63,54,69,69,71,0.28,0.03,0,7.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,156,157,175,150,160,143,0,0,0,238,311,313,0,0,44,54,0.28,0,0.02,1.11,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48,48,48,48,49,48,49,0,0,0,49,53,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
