64.34216957	31.61252137
60.83708113	30.778684
60.09690289	30.20113941
56.94358036	28.74260446
54.53580975	26.36004218
52.96201528	29.2624907
50.60972322	27.54689428
48.44963238	25.60916906
46.16306755	29.29201439
43.46959215	27.93297331
42.47251869	28.49784885
38.73089094	29.81536084
38.23282337	31.33904919
36.79225719	33.67051367
33.58793858	32.15764401
32.23575036	34.97262051
31.20833915	38.51104241
29.12481962	40.13736411
30.47407208	40.59774815
27.46167902	43.53629084
25.57468787	45.96376784
29.90214205	48.00362844
29.96019626	50.09687853
28.14967964	52.27338775
30.01498255	54.51888827
28.51548649	56.68432116
28.51529236	59.47526006
30.01342685	60.27505917
32.01296691	63.01951542
31.43046006	64.91414368
35.2417862	66.91575461
35.91883658	69.17225452
38.30271039	68.40445484
39.61314357	71.34762607
42.01865159	69.6249792
43.81668522	73.3272347
46.06690083	74.16171141
48.61188269	73.81744492
50.7171796	71.45786055
53.13228529	72.08137094
55.74607386	70.37111393
56.56913725	69.95544401
60.28989073	69.60992495
62.3655602	70.49961514
64.70118537	67.22174017
64.71714337	67.959675
64.88155539	64.27065916
66.28467248	63.40356254
68.99606773	60.23407985
68.7985609	59.96623678
